Lake,year,sample date,picked date,round,species1,HW,OWPL,TL,Dragonflies,dummy,julian date,species
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.7,1.5,5.2,,132,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.4,5.5,,133,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.4,5.6,,134,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.1,1.2,4.5,,135,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.4,1.3,4.8,,136,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.2,1.3,4.5,,137,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.4,6,,138,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.3,4.6,,139,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.3,5.4,,140,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.3,5.7,,141,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,3,2.2,6,,142,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.6,1.5,5.8,,143,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.4,4.6,,144,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,1.6,1,3.3,,145,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.6,5.1,,146,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.2,4.3,,147,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,3.1,2.6,7,,148,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.3,1.3,5.1,,149,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.5,4.4,,150,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.4,1.3,4.1,,151,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.2,1.2,3.9,,152,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.1,1.3,4.4,,153,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.5,1.3,5.5,,154,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.4,1.2,4.6,,155,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.4,1.3,4.3,,156,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.6,1.5,5.2,,157,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.4,1.4,5,,158,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.3,1.5,5,,159,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,1.9,1,4.2,,160,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.8,2.5,5.5,,161,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.4,1.3,5,,162,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.6,2,4.5,,163,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.6,1.5,6,,164,8266,ENDI
Walker Pond,2008,9/22/2008,9/26/2008,1,E_divagans,2.3,1,5.3,,165,8266,ENDI
Crooked Pond,2008,9/22/2008,9/23/2008,1,Dragonflies,,,,11,166,8266,Dragonflies
Crooked Pond,2008,9/22/2008,9/23/2008,1,L_vigilax,1.7,NA,5.1,,167,8266,Lestes
Crooked Pond,2008,9/22/2008,9/23/2008,1,L_vigilax,3.1,1.3,9,,168,8266,Lestes
Crooked Pond,2008,9/22/2008,9/23/2008,1,L_vigilax,2.4,NA,6,,169,8266,Lestes
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.9,1.6,5,,170,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3,1.4,4.6,,171,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.8,1.1,4.5,,172,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.4,2.2,5.5,,173,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.4,2.3,5.2,,174,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.1,1.5,6.4,,175,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.9,1.4,4.6,,176,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.9,1.2,6.2,,177,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.8,1.3,4.6,,178,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.9,1.2,4.2,,179,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3,1.3,5.1,,180,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3,1.4,4.6,,181,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3,1.9,4.6,,182,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.5,1,5.1,,183,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.2,1,4,,184,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.7,1.4,5.8,,185,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.5,2.1,5.6,,186,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.7,1.3,4.4,,187,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3,1.9,4.5,,188,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.2,2.2,5,,189,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3,1.6,5.6,,190,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3,1.3,4.6,,191,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.8,1.5,6,,192,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.6,2.5,6.2,,193,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.6,2.4,5.7,,194,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3,1.4,5,,195,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.4,0.9,4.1,,196,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.3,0.7,4.6,,197,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3,1.6,4.9,,198,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.8,1.4,3.8,,199,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.7,1.3,6,,200,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.9,1.2,5.1,,201,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.5,2.4,6.5,,202,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2,0.6,4,,203,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.5,2.1,6,,204,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.4,0.8,4.4,,205,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.9,1.1,4.8,,206,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.8,1.2,4.7,,207,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.5,2.1,5.1,,208,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,1.8,NA,3.4,,209,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,3.2,1.6,5.5,,210,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Ischnura,2.4,0.7,3.6,,211,8266,Ischnura
Crooked Pond,2008,9/22/2008,9/23/2008,1,Nehalennia,3.2,2.4,6.3,,212,8266,Nehalennia
Crooked Pond,2008,9/22/2008,9/23/2008,1,Nehalennia,3.1,2.3,5.6,,213,8266,Nehalennia
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2,0.9,4.6,,214,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2,0.9,3.8,,215,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2.6,1.4,4.6,,216,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2.1,0.6,3.5,,217,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2,0.8,3.6,,218,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,1.7,0.6,3,,219,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,1.8,0.5,3.4,,220,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2.7,1.3,4.4,,221,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2.5,1.3,4.9,,222,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,1.6,0.4,3.2,,223,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2.2,0.9,4.5,,224,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2.6,1.1,4.8,,225,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,1.9,0.6,3.2,,226,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,1.8,0.6,3,,227,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2.5,1.3,4.8,,228,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,2.1,0.7,4.8,,229,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,1.6,0.4,3.2,,230,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,1.8,0.5,3.8,,231,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,1.5,NA,3.2,,232,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_vesperum,1.5,NA,3.2,,233,8266,ENVE
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_divagans,1.5,0.4,2.6,,234,8266,ENDI
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_divagans,2.6,1.3,4.7,,235,8266,ENDI
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_divagans,2,0.8,3.7,,236,8266,ENDI
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_divagans,2,0.8,3.3,,237,8266,ENDI
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_divagans,2.5,1.2,4.5,,238,8266,ENDI
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_divagans,2.6,1.3,4.6,,239,8266,ENDI
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_divagans,2.5,1.3,4.5,,240,8266,ENDI
Crooked Pond,2008,9/22/2008,9/23/2008,1,E_ebrium_hageni,2.4,0.8,4.3,,241,8266,ENEB_ENHA
Hoit Rd. Marsh,2008,9/22/2008,9/23/2008,1,Dragonflies,,,,9,242,8266,Dragonflies
Hoit Rd. Marsh,2008,9/22/2008,9/23/2008,1,L_vigilax,1.2,1,7.5,,243,8266,Lestes
Hoit Rd. Marsh,2008,9/22/2008,9/23/2008,1,L_vigilax,0.7,0.7,4,,244,8266,Lestes
Hoit Rd. Marsh,2008,9/22/2008,9/23/2008,1,L_vigilax,1.1,0.9,7,,245,8266,Lestes
Hoit Rd. Marsh,2008,9/22/2008,9/23/2008,1,L_vigilax,1.3,1,8.6,,246,8266,Lestes
